labor_category_code,labor_category_description,zipcode,city,state,labor_item,labor_item_description,unit_permit_fee,omni_item_id,provider,vbu_number,created_by,created_timestamp,updated_by,updated_timestamp,old_price,county,municipality,est_permit_obtain_days
6,APPL - DISHWASHERS,02295,BOSTON,MA,161646,Permit and Processing Fee - Dish,25,5014818737,CRST HOME SOLUTIONS,86557,,,,,,SUFFOLK,DUMMY_VALUE,5
4,APPL - NATURAL GAS,02295,BOSTON,MA,133415,Permit and Processing Fee - NG,25,5014818591,CRST HOME SOLUTIONS,86557,,,,,,SUFFOLK,DUMMY_VALUE,7
62,APPL - LP GAS,02295,BOSTON,MA,133425,Permit and Processing Fee - LP,25,5014818715,CRST HOME SOLUTIONS,86557,,,,,,SUFFOLK,DUMMY_VALUE,7
3,APPL - ELEC COOKING (INLC TRASH COMP),02295,BOSTON,MA,227808,Permit and Processing Fee - Ecook,21,5014818701,CRST HOME SOLUTIONS,86557,,,,,,SUFFOLK,DUMMY_VALUE,5
398,APPL - PREMIUM,02295,BOSTON,MA,806280,Permit Fee - Dishwasher,25,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,SUFFOLK,DUMMY_VALUE,5
398,APPL - PREMIUM,02295,BOSTON,MA,7513735,Permit Fee - Gas,25,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,SUFFOLK,DUMMY_VALUE,7
398,APPL - PREMIUM,02295,BOSTON,MA,7513734,Permit Fee- Elec Walloven and CT,21,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,SUFFOLK,DUMMY_VALUE,5
6,APPL - DISHWASHERS,02297,BOSTON,MA,161646,Permit and Processing Fee - Dish,25,5014818737,CRST HOME SOLUTIONS,86557,,,,,,SUFFOLK,DUMMY_VALUE,5
4,APPL - NATURAL GAS,02297,BOSTON,MA,133415,Permit and Processing Fee - NG,25,5014818591,CRST HOME SOLUTIONS,86557,,,,,,SUFFOLK,DUMMY_VALUE,7
62,APPL - LP GAS,02297,BOSTON,MA,133425,Permit and Processing Fee - LP,25,5014818715,CRST HOME SOLUTIONS,86557,,,,,,SUFFOLK,DUMMY_VALUE,7
3,APPL - ELEC COOKING (INLC TRASH COMP),02297,BOSTON,MA,227808,Permit and Processing Fee - Ecook,21,5014818701,CRST HOME SOLUTIONS,86557,,,,,,SUFFOLK,DUMMY_VALUE,5
398,APPL - PREMIUM,02297,BOSTON,MA,806280,Permit Fee - Dishwasher,25,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,SUFFOLK,DUMMY_VALUE,5
398,APPL - PREMIUM,02297,BOSTON,MA,7513735,Permit Fee - Gas,25,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,SUFFOLK,DUMMY_VALUE,7
398,APPL - PREMIUM,02297,BOSTON,MA,7513734,Permit Fee- Elec Walloven and CT,21,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,SUFFOLK,DUMMY_VALUE,5
6,APPL - DISHWASHERS,02301,BROCKTON,MA,161646,Permit and Processing Fee - Dish,85,5014818737,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,4
4,APPL - NATURAL GAS,02301,BROCKTON,MA,133415,Permit and Processing Fee - NG,85,5014818591,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
62,APPL - LP GAS,02301,BROCKTON,MA,133425,Permit and Processing Fee - LP,85,5014818715,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
3,APPL - ELEC COOKING (INLC TRASH COMP),02301,BROCKTON,MA,227808,Permit and Processing Fee - Ecook,75,5014818701,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,3
398,APPL - PREMIUM,02301,BROCKTON,MA,806280,Permit Fee - Dishwasher,85,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,4
398,APPL - PREMIUM,02301,BROCKTON,MA,7513735,Permit Fee - Gas,85,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,6
398,APPL - PREMIUM,02301,BROCKTON,MA,7513734,Permit Fee- Elec Walloven and CT,75,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,3
6,APPL - DISHWASHERS,02322,AVON,MA,161646,Permit and Processing Fee - Dish,35,5014818737,CRST HOME SOLUTIONS,86557,,,,,,NORFOLK,DUMMY_VALUE,4
4,APPL - NATURAL GAS,02322,AVON,MA,133415,Permit and Processing Fee - NG,35,5014818591,CRST HOME SOLUTIONS,86557,,,,,,NORFOLK,DUMMY_VALUE,6
62,APPL - LP GAS,02322,AVON,MA,133425,Permit and Processing Fee - LP,35,5014818715,CRST HOME SOLUTIONS,86557,,,,,,NORFOLK,DUMMY_VALUE,6
3,APPL - ELEC COOKING (INLC TRASH COMP),02322,AVON,MA,227808,Permit and Processing Fee - Ecook,50,5014818701,CRST HOME SOLUTIONS,86557,,,,,,NORFOLK,DUMMY_VALUE,6
398,APPL - PREMIUM,02322,AVON,MA,806280,Permit Fee - Dishwasher,35,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,NORFOLK,DUMMY_VALUE,4
398,APPL - PREMIUM,02322,AVON,MA,7513735,Permit Fee - Gas,35,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,NORFOLK,DUMMY_VALUE,6
398,APPL - PREMIUM,02322,AVON,MA,7513734,Permit Fee- Elec Walloven and CT,50,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,NORFOLK,DUMMY_VALUE,6
6,APPL - DISHWASHERS,02324,BRIDGEWATER,MA,161646,Permit and Processing Fee - Dish,40,5014818737,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,4
4,APPL - NATURAL GAS,02324,BRIDGEWATER,MA,133415,Permit and Processing Fee - NG,40,5014818591,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
62,APPL - LP GAS,02324,BRIDGEWATER,MA,133425,Permit and Processing Fee - LP,40,5014818715,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
398,APPL - PREMIUM,02324,BRIDGEWATER,MA,806280,Permit Fee - Dishwasher,40,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,4
398,APPL - PREMIUM,02324,BRIDGEWATER,MA,7513735,Permit Fee - Gas,40,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,6
6,APPL - DISHWASHERS,02325,BRIDGEWATER,MA,161646,Permit and Processing Fee - Dish,40,5014818737,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,4
4,APPL - NATURAL GAS,02325,BRIDGEWATER,MA,133415,Permit and Processing Fee - NG,40,5014818591,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
62,APPL - LP GAS,02325,BRIDGEWATER,MA,133425,Permit and Processing Fee - LP,40,5014818715,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
398,APPL - PREMIUM,02325,BRIDGEWATER,MA,806280,Permit Fee - Dishwasher,40,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,4
398,APPL - PREMIUM,02325,BRIDGEWATER,MA,7513735,Permit Fee - Gas,40,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,6
6,APPL - DISHWASHERS,02330,CARVER,MA,161646,Permit and Processing Fee - Dish,30,5014818737,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,4
4,APPL - NATURAL GAS,02330,CARVER,MA,133415,Permit and Processing Fee - NG,30,5014818591,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
62,APPL - LP GAS,02330,CARVER,MA,133425,Permit and Processing Fee - LP,30,5014818715,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
3,APPL - ELEC COOKING (INLC TRASH COMP),02330,CARVER,MA,227808,Permit and Processing Fee - Ecook,50,5014818701,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,3
398,APPL - PREMIUM,02330,CARVER,MA,806280,Permit Fee - Dishwasher,30,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,4
398,APPL - PREMIUM,02330,CARVER,MA,7513735,Permit Fee - Gas,30,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,6
398,APPL - PREMIUM,02330,CARVER,MA,7513734,Permit Fee- Elec Walloven and CT,50,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,3
6,APPL - DISHWASHERS,02332,DUXBURY,MA,161646,Permit and Processing Fee - Dish,60,5014818737,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,4
4,APPL - NATURAL GAS,02332,DUXBURY,MA,133415,Permit and Processing Fee - NG,60,5014818591,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
62,APPL - LP GAS,02332,DUXBURY,MA,133425,Permit and Processing Fee - LP,60,5014818715,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
3,APPL - ELEC COOKING (INLC TRASH COMP),02332,DUXBURY,MA,227808,Permit and Processing Fee - Ecook,45,5014818701,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,3
398,APPL - PREMIUM,02332,DUXBURY,MA,806280,Permit Fee - Dishwasher,60,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,4
398,APPL - PREMIUM,02332,DUXBURY,MA,7513735,Permit Fee - Gas,60,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,6
398,APPL - PREMIUM,02332,DUXBURY,MA,7513734,Permit Fee- Elec Walloven and CT,45,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,3
6,APPL - DISHWASHERS,02333,EAST BRIDGEWATER,MA,161646,Permit and Processing Fee - Dish,30,5014818737,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,4
4,APPL - NATURAL GAS,02333,EAST BRIDGEWATER,MA,133415,Permit and Processing Fee - NG,30,5014818591,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
62,APPL - LP GAS,02333,EAST BRIDGEWATER,MA,133425,Permit and Processing Fee - LP,30,5014818715,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
3,APPL - ELEC COOKING (INLC TRASH COMP),02333,EAST BRIDGEWATER,MA,227808,Permit and Processing Fee - Ecook,35,5014818701,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,3
398,APPL - PREMIUM,02333,EAST BRIDGEWATER,MA,806280,Permit Fee - Dishwasher,30,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,4
398,APPL - PREMIUM,02333,EAST BRIDGEWATER,MA,7513735,Permit Fee - Gas,30,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,6
398,APPL - PREMIUM,02333,EAST BRIDGEWATER,MA,7513734,Permit Fee- Elec Walloven and CT,35,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,3
6,APPL - DISHWASHERS,02338,HALIFAX,MA,161646,Permit and Processing Fee - Dish,48,5014818737,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,4
4,APPL - NATURAL GAS,02338,HALIFAX,MA,133415,Permit and Processing Fee - NG,48,5014818591,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
62,APPL - LP GAS,02338,HALIFAX,MA,133425,Permit and Processing Fee - LP,48,5014818715,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
3,APPL - ELEC COOKING (INLC TRASH COMP),02338,HALIFAX,MA,227808,Permit and Processing Fee - Ecook,40,5014818701,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,3
398,APPL - PREMIUM,02338,HALIFAX,MA,806280,Permit Fee - Dishwasher,48,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,4
398,APPL - PREMIUM,02338,HALIFAX,MA,7513735,Permit Fee - Gas,48,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,6
398,APPL - PREMIUM,02338,HALIFAX,MA,7513734,Permit Fee- Elec Walloven and CT,40,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,3
6,APPL - DISHWASHERS,02339,HANOVER,MA,161646,Permit and Processing Fee - Dish,45,5014818737,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,4
4,APPL - NATURAL GAS,02339,HANOVER,MA,133415,Permit and Processing Fee - NG,35,5014818591,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
62,APPL - LP GAS,02339,HANOVER,MA,133425,Permit and Processing Fee - LP,35,5014818715,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
3,APPL - ELEC COOKING (INLC TRASH COMP),02339,HANOVER,MA,227808,Permit and Processing Fee - Ecook,50,5014818701,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,3
398,APPL - PREMIUM,02339,HANOVER,MA,806280,Permit Fee - Dishwasher,45,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,4
398,APPL - PREMIUM,02339,HANOVER,MA,7513735,Permit Fee - Gas,35,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,6
398,APPL - PREMIUM,02339,HANOVER,MA,7513734,Permit Fee- Elec Walloven and CT,50,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,3
6,APPL - DISHWASHERS,02340,HANOVER,MA,161646,Permit and Processing Fee - Dish,45,5014818737,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,4
4,APPL - NATURAL GAS,02340,HANOVER,MA,133415,Permit and Processing Fee - NG,35,5014818591,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
62,APPL - LP GAS,02340,HANOVER,MA,133425,Permit and Processing Fee - LP,35,5014818715,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
3,APPL - ELEC COOKING (INLC TRASH COMP),02340,HANOVER,MA,227808,Permit and Processing Fee - Ecook,50,5014818701,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,3
398,APPL - PREMIUM,02340,HANOVER,MA,806280,Permit Fee - Dishwasher,45,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,4
398,APPL - PREMIUM,02340,HANOVER,MA,7513735,Permit Fee - Gas,35,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,6
398,APPL - PREMIUM,02340,HANOVER,MA,7513734,Permit Fee- Elec Walloven and CT,50,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,3
6,APPL - DISHWASHERS,02341,HANSON,MA,161646,Permit and Processing Fee - Dish,50,5014818737,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,4
4,APPL - NATURAL GAS,02341,HANSON,MA,133415,Permit and Processing Fee - NG,50,5014818591,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
62,APPL - LP GAS,02341,HANSON,MA,133425,Permit and Processing Fee - LP,50,5014818715,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
3,APPL - ELEC COOKING (INLC TRASH COMP),02341,HANSON,MA,227808,Permit and Processing Fee - Ecook,45,5014818701,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,3
398,APPL - PREMIUM,02341,HANSON,MA,806280,Permit Fee - Dishwasher,50,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,4
398,APPL - PREMIUM,02341,HANSON,MA,7513735,Permit Fee - Gas,50,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,6
398,APPL - PREMIUM,02341,HANSON,MA,7513734,Permit Fee- Elec Walloven and CT,45,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,3
6,APPL - DISHWASHERS,02343,HOLBROOK,MA,161646,Permit and Processing Fee - Dish,65,5014818737,CRST HOME SOLUTIONS,86557,,,,,,NORFOLK,DUMMY_VALUE,4
4,APPL - NATURAL GAS,02343,HOLBROOK,MA,133415,Permit and Processing Fee - NG,65,5014818591,CRST HOME SOLUTIONS,86557,,,,,,NORFOLK,DUMMY_VALUE,6
62,APPL - LP GAS,02343,HOLBROOK,MA,133425,Permit and Processing Fee - LP,65,5014818715,CRST HOME SOLUTIONS,86557,,,,,,NORFOLK,DUMMY_VALUE,6
3,APPL - ELEC COOKING (INLC TRASH COMP),02343,HOLBROOK,MA,227808,Permit and Processing Fee - Ecook,25,5014818701,CRST HOME SOLUTIONS,86557,,,,,,NORFOLK,DUMMY_VALUE,6
398,APPL - PREMIUM,02343,HOLBROOK,MA,806280,Permit Fee - Dishwasher,65,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,NORFOLK,DUMMY_VALUE,4
398,APPL - PREMIUM,02343,HOLBROOK,MA,7513735,Permit Fee - Gas,65,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,NORFOLK,DUMMY_VALUE,6
398,APPL - PREMIUM,02343,HOLBROOK,MA,7513734,Permit Fee- Elec Walloven and CT,25,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,NORFOLK,DUMMY_VALUE,6
6,APPL - DISHWASHERS,02344,MIDDLEBORO,MA,161646,Permit and Processing Fee - Dish,40,5014818737,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,4
4,APPL - NATURAL GAS,02344,MIDDLEBORO,MA,133415,Permit and Processing Fee - NG,40,5014818591,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
62,APPL - LP GAS,02344,MIDDLEBORO,MA,133425,Permit and Processing Fee - LP,40,5014818715,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
3,APPL - ELEC COOKING (INLC TRASH COMP),02344,MIDDLEBORO,MA,227808,Permit and Processing Fee - Ecook,50,5014818701,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,3
398,APPL - PREMIUM,02344,MIDDLEBORO,MA,806280,Permit Fee - Dishwasher,40,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,4
398,APPL - PREMIUM,02344,MIDDLEBORO,MA,7513735,Permit Fee - Gas,40,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,6
398,APPL - PREMIUM,02344,MIDDLEBORO,MA,7513734,Permit Fee- Elec Walloven and CT,50,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,3
6,APPL - DISHWASHERS,02346,MIDDLEBORO,MA,161646,Permit and Processing Fee - Dish,40,5014818737,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,4
4,APPL - NATURAL GAS,02346,MIDDLEBORO,MA,133415,Permit and Processing Fee - NG,40,5014818591,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
62,APPL - LP GAS,02346,MIDDLEBORO,MA,133425,Permit and Processing Fee - LP,40,5014818715,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
3,APPL - ELEC COOKING (INLC TRASH COMP),02346,MIDDLEBORO,MA,227808,Permit and Processing Fee - Ecook,50,5014818701,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,3
398,APPL - PREMIUM,02346,MIDDLEBORO,MA,806280,Permit Fee - Dishwasher,40,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,4
398,APPL - PREMIUM,02346,MIDDLEBORO,MA,7513735,Permit Fee - Gas,40,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,6
398,APPL - PREMIUM,02346,MIDDLEBORO,MA,7513734,Permit Fee- Elec Walloven and CT,50,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,3
6,APPL - DISHWASHERS,02347,LAKEVILLE,MA,161646,Permit and Processing Fee - Dish,60,5014818737,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,4
4,APPL - NATURAL GAS,02347,LAKEVILLE,MA,133415,Permit and Processing Fee - NG,60,5014818591,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
62,APPL - LP GAS,02347,LAKEVILLE,MA,133425,Permit and Processing Fee - LP,60,5014818715,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
3,APPL - ELEC COOKING (INLC TRASH COMP),02347,LAKEVILLE,MA,227808,Permit and Processing Fee - Ecook,50,5014818701,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,3
398,APPL - PREMIUM,02347,LAKEVILLE,MA,806280,Permit Fee - Dishwasher,60,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,4
398,APPL - PREMIUM,02347,LAKEVILLE,MA,7513735,Permit Fee - Gas,60,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,6
398,APPL - PREMIUM,02347,LAKEVILLE,MA,7513734,Permit Fee- Elec Walloven and CT,50,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,3
6,APPL - DISHWASHERS,02348,LAKEVILLE,MA,161646,Permit and Processing Fee - Dish,48,5014818737,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,4
398,APPL - PREMIUM,11358,QUEENS,NY,7513735,Permit Fee - Gas,300,5016941247,All Day,108179,,2025-10-15T00:00,,,,QUEENS,DUMMY_VALUE,7
4,APPL - NATURAL GAS,02348,LAKEVILLE,MA,133415,Permit and Processing Fee - NG,48,5014818591,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
62,APPL - LP GAS,02348,LAKEVILLE,MA,133425,Permit and Processing Fee - LP,48,5014818715,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
398,APPL - PREMIUM,02348,LAKEVILLE,MA,806280,Permit Fee - Dishwasher,48,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,4
398,APPL - PREMIUM,02348,LAKEVILLE,MA,7513735,Permit Fee - Gas,48,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,6
6,APPL - DISHWASHERS,02349,MIDDLEBORO,MA,161646,Permit and Processing Fee - Dish,40,5014818737,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,4
4,APPL - NATURAL GAS,02349,MIDDLEBORO,MA,133415,Permit and Processing Fee - NG,40,5014818591,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
62,APPL - LP GAS,02349,MIDDLEBORO,MA,133425,Permit and Processing Fee - LP,40,5014818715,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
3,APPL - ELEC COOKING (INLC TRASH COMP),02349,MIDDLEBORO,MA,227808,Permit and Processing Fee - Ecook,50,5014818701,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,3
398,APPL - PREMIUM,02349,MIDDLEBORO,MA,806280,Permit Fee - Dishwasher,40,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,4
398,APPL - PREMIUM,02349,MIDDLEBORO,MA,7513735,Permit Fee - Gas,40,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,6
398,APPL - PREMIUM,02349,MIDDLEBORO,MA,7513734,Permit Fee- Elec Walloven and CT,50,5016941245,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,3
6,APPL - DISHWASHERS,02351,ABINGTON,MA,161646,Permit and Processing Fee - Dish,60,5014818737,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,4
4,APPL - NATURAL GAS,02351,ABINGTON,MA,133415,Permit and Processing Fee - NG,60,5014818591,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
62,APPL - LP GAS,02351,ABINGTON,MA,133425,Permit and Processing Fee - LP,60,5014818715,CRST HOME SOLUTIONS,86557,,,,,,PLYMOUTH,DUMMY_VALUE,6
398,APPL - PREMIUM,02351,ABINGTON,MA,806280,Permit Fee - Dishwasher,60,5002389441,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,4
398,APPL - PREMIUM,02351,ABINGTON,MA,7513735,Permit Fee - Gas,60,5016941247,CRST HOME SOLUTIONS,86557,,2025-10-15T00:00,,,,PLYMOUTH,DUMMY_VALUE,6
6,APPL - DISHWASHERS,02356,NORTH EASTON,MA,161646,Permit and Processing Fee - Dish,50,5014818737,CRST HOME SOLUTIONS,86557,,,,,,BRISTOL,DUMMY_VALUE,4
4,APPL - NATURAL GAS,02356,NORTH EASTON,MA,133415,Permit and Processing Fee - NG,50,5014818591,CRST HOME SOLUTIONS,86557,,,,,,BRISTOL,DUMMY_VALUE,6
62,APPL - LP GAS,02356,NORTH EASTON,MA,133425,Permit and Processing Fee - LP,50,5014818715,CRST HOME SOLUTIONS,86557,,,,,,BRISTOL,DUMMY_VALUE,6
